S0		A0		S1		S2		S3		S4		A1		A2		A3		A4		A5	
2000  Points		1994  Points		1752  Points		1373  Points		906  Points		724  Points		1851  Points		1595  Points		1114  Points		646  Points		446  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
0.204057	0.969001	0.0722328	0.31539	0.538763	2.56603	0.741174	3.53559	1.10843	5.26695	1.65296	7.90711	0.342619	1.71363	0.831586	3.97816	1.3502	6.4152	1.40769	6.72897	1.92873	9.21169
0.205779	0.968292	0.0732055	0.316962	0.53878	2.54271	0.742212	3.5082	1.10859	5.21978	1.65301	7.83496	0.343718	1.70267	0.831719	3.94235	1.35026	6.35708	1.40824	6.66998	1.9288	9.12778
0.207497	0.967575	0.0741807	0.31852	0.538802	2.51984	0.743254	3.48133	1.10875	5.17347	1.65307	7.76411	0.344823	1.69194	0.831854	3.9072	1.35031	6.30002	1.40879	6.61209	1.92887	9.04539
0.20921	0.96685	0.0751586	0.320063	0.538831	2.4974	0.744302	3.45496	1.10891	5.12799	1.65313	7.69455	0.345931	1.68144	0.831991	3.87269	1.35037	6.24398	1.40935	6.55526	1.92894	8.96448
0.210918	0.966116	0.076139	0.321591	0.538866	2.47539	0.745354	3.42908	1.10908	5.08333	1.65319	7.62622	0.347045	1.67116	0.832129	3.8388	1.35042	6.18893	1.40992	6.49945	1.92901	8.88502
0.212621	0.965374	0.0771217	0.323104	0.538907	2.4538	0.746412	3.40369	1.10925	5.03946	1.65325	7.55911	0.348162	1.66108	0.832269	3.80552	1.35048	6.13487	1.41048	6.44465	1.92908	8.80696
0.21432	0.964623	0.0781069	0.324604	0.538955	2.43261	0.747474	3.37876	1.10942	4.99636	1.65331	7.49317	0.349284	1.65121	0.83241	3.77283	1.35054	6.08174	1.41105	6.39083	1.92915	8.73027
0.216014	0.963863	0.0790945	0.326089	0.539009	2.41181	0.748541	3.35428	1.10959	4.95401	1.65337	7.42839	0.350411	1.64154	0.832553	3.74071	1.3506	6.02954	1.41163	6.33796	1.92923	8.65492
0.217703	0.963095	0.0800845	0.327561	0.539069	2.3914	0.749613	3.33025	1.10976	4.9124	1.65343	7.36472	0.351541	1.63206	0.832698	3.70916	1.35066	5.97824	1.41221	6.28601	1.9293	8.58086
0.219387	0.962318	0.0810766	0.329018	0.539136	2.37137	0.75069	3.30664	1.10993	4.8715	1.65349	7.30214	0.352676	1.62277	0.832844	3.67815	1.35072	5.92782	1.41279	6.23497	1.92938	8.50806
0.221066	0.961533	0.082071	0.330462	0.539209	2.3517	0.751772	3.28346	1.11011	4.83129	1.65355	7.24062	0.353814	1.61366	0.832993	3.64767	1.35079	5.87825	1.41337	6.18481	1.92945	8.4365
0.222741	0.96074	0.0830675	0.331892	0.539289	2.33239	0.752858	3.26068	1.11029	4.79176	1.65361	7.18013	0.354957	1.60472	0.833142	3.61771	1.35085	5.82951	1.41396	6.13551	1.92953	8.36615
0.22441	0.959937	0.0840662	0.333309	0.539364	2.31585	0.753949	3.2383	1.11047	4.75289	1.65368	7.12066	0.356103	1.59596	0.833294	3.58826	1.35092	5.78158	1.41456	6.08704	1.92961	8.29696
0.226073	0.959125	0.085067	0.334712	0.539433	2.30196	0.755044	3.21631	1.11065	4.71467	1.65374	7.06217	0.357254	1.58737	0.833447	3.5593	1.35099	5.73445	1.41516	6.03939	1.92969	8.22892
0.227732	0.958305	0.0860698	0.336102	0.539492	2.29061	0.756145	3.1947	1.11083	4.67708	1.65381	7.00464	0.358407	1.57894	0.833602	3.53082	1.35106	5.68808	1.41576	5.99254	1.92976	8.16199
0.229385	0.957476	0.0870746	0.337479	0.539541	2.28172	0.757249	3.17345	1.11101	4.6401	1.65387	6.94805	0.359565	1.57067	0.833759	3.50282	1.35113	5.64248	1.41636	5.94646	1.92984	8.09615
0.231033	0.956638	0.0880814	0.338843	0.539578	2.27523	0.758358	3.15257	1.1112	4.60372	1.65394	6.89237	0.360726	1.56255	0.833918	3.47527	1.3512	5.5976	1.41697	5.90114	1.92992	8.03138
0.232676	0.955791	0.08909	0.340194	0.539602	2.27111	0.759472	3.13204	1.11139	4.56792	1.654	6.83758	0.361891	1.55458	0.834078	3.44817	1.35128	5.55345	1.41759	5.85656	1.93	7.96763
0.234313	0.954935	0.0901006	0.341533	0.539637	2.2652	0.76059	3.11185	1.11158	4.5327	1.65407	6.78367	0.363059	1.54676	0.83424	3.4215	1.35135	5.50999	1.4182	5.8127	1.93009	7.9049
0.235944	0.95407	0.0911129	0.342859	0.539676	2.25882	0.761713	3.09199	1.11177	4.49804	1.65414	6.7306	0.36423	1.53908	0.834404	3.39526	1.35143	5.46723	1.41882	5.76955	1.93017	7.84316
0.23757	0.953196	0.0921272	0.344173	0.539731	2.25021	0.762839	3.07247	1.11196	4.46391	1.65421	6.67837	0.365405	1.53154	0.83457	3.36944	1.3515	5.42513	1.41945	5.72708	1.93025	7.78239
0.23919	0.952313	0.0931431	0.345474	0.539803	2.23943	0.763971	3.05326	1.11216	4.43033	1.65428	6.62694	0.366583	1.52413	0.834738	3.34403	1.35158	5.38368	1.42008	5.68529	1.93033	7.72255
0.240805	0.951421	0.0941609	0.346763	0.539893	2.22654	0.765106	3.03436	1.11235	4.39726	1.65435	6.57631	0.367764	1.51685	0.834907	3.31901	1.35166	5.34287	1.42071	5.64415	1.93042	7.66364
0.242414	0.950519	0.0951802	0.34804	0.540004	2.21164	0.766246	3.01577	1.11255	4.3647	1.65442	6.52646	0.368949	1.5097	0.835079	3.29439	1.35175	5.30269	1.42134	5.60366	1.9305	7.60563
0.244017	0.949609	0.0962012	0.349305	0.540138	2.19482	0.76739	2.99747	1.11275	4.33264	1.65449	6.47736	0.370136	1.50268	0.835252	3.27014	1.35183	5.26311	1.42198	5.56379	1.93059	7.54849
0.245614	0.948689	0.0972239	0.350559	0.540279	2.17828	0.768538	2.97946	1.11295	4.30106	1.65456	6.429	0.371326	1.49578	0.835427	3.24626	1.35191	5.22414	1.42263	5.52454	1.93067	7.49222
0.247205	0.94776	0.0982481	0.3518	0.540428	2.16204	0.76969	2.96174	1.11316	4.26996	1.65463	6.38136	0.37252	1.48899	0.835604	3.22275	1.352	5.18574	1.42328	5.48588	1.93076	7.43679
0.24879	0.946822	0.0992739	0.35303	0.540585	2.14607	0.770846	2.9443	1.11336	4.23932	1.65471	6.33443	0.373716	1.48232	0.835783	3.19959	1.35208	5.14792	1.42393	5.44781	1.93085	7.38217
0.250369	0.945875	0.100301	0.354249	0.540749	2.13038	0.772007	2.92712	1.11357	4.20914	1.65478	6.28819	0.374915	1.47577	0.835963	3.17678	1.35217	5.11065	1.42458	5.41032	1.93094	7.32837
0.251942	0.944919	0.10133	0.355457	0.54092	2.11495	0.773172	2.91022	1.11378	4.1794	1.65485	6.24263	0.376116	1.46932	0.836146	3.15431	1.35226	5.07393	1.42524	5.37338	1.93103	7.27534
0.253508	0.943953	0.10236	0.356653	0.541099	2.09979	0.77434	2.89357	1.11399	4.1501	1.65493	6.19774	0.37732	1.46298	0.83633	3.13217	1.35235	5.03774	1.4259	5.337	1.93112	7.22309
0.255069	0.942978	0.103392	0.357838	0.541286	2.08488	0.775513	2.87717	1.1142	4.12123	1.65501	6.15348	0.378527	1.45674	0.836517	3.11036	1.35245	5.00207	1.42657	5.30115	1.93121	7.17159
0.256623	0.941993	0.104425	0.359012	0.541481	2.07022	0.776689	2.86102	1.11442	4.09277	1.65508	6.10987	0.379737	1.45061	0.836705	3.08886	1.35254	4.96692	1.42724	5.26582	1.9313	7.12083
0.258171	0.941	0.105459	0.360175	0.541684	2.05581	0.77787	2.84512	1.11464	4.06471	1.65516	6.06687	0.380949	1.44457	0.836896	3.06768	1.35263	4.93226	1.42791	5.23101	1.93139	7.07078
0.259712	0.939996	0.106495	0.361328	0.541895	2.04163	0.779054	2.82945	1.11485	4.03706	1.65524	6.02448	0.382163	1.43864	0.837088	3.0468	1.35273	4.8981	1.42859	5.19671	1.93148	7.02144
0.261247	0.938984	0.107532	0.362469	0.542114	2.0277	0.780243	2.81402	1.11507	4.0098	1.65531	5.98268	0.38338	1.43279	0.837283	3.02623	1.35283	4.86441	1.42927	5.16289	1.93157	6.9728
0.262775	0.937962	0.10857	0.363601	0.542341	2.01399	0.781435	2.79881	1.1153	3.98292	1.65539	5.94147	0.384599	1.42704	0.837479	3.00594	1.35293	4.83119	1.42996	5.12956	1.93167	6.92483
0.264297	0.936931	0.10961	0.364722	0.542577	2.00051	0.782631	2.78383	1.11552	3.95642	1.65547	5.90083	0.385821	1.42138	0.837677	2.98594	1.35303	4.79844	1.43065	5.0967	1.93176	6.87752
0.265812	0.93589	0.110651	0.365833	0.54282	1.98724	0.783831	2.76906	1.11575	3.93028	1.65555	5.86074	0.387044	1.41581	0.837878	2.96622	1.35313	4.76613	1.43134	5.0643	1.93186	6.83086
0.26732	0.93484	0.111693	0.366933	0.543072	1.9742	0.785035	2.75451	1.11598	3.90451	1.65563	5.82121	0.38827	1.41033	0.83808	2.94678	1.35323	4.73427	1.43204	5.03235	1.93195	6.78484
0.268629	0.933917	0.112736	0.368024	0.543332	1.96137	0.786242	2.74016	1.11621	3.87908	1.65572	5.78221	0.389498	1.40493	0.838285	2.92761	1.35333	4.70283	1.43274	5.00085	1.93205	6.73944
0.269741	0.933125	0.11378	0.369104	0.543601	1.94874	0.787453	2.72602	1.11644	3.85401	1.6558	5.74373	0.390728	1.39961	0.838491	2.9087	1.35344	4.67183	1.43344	4.96979	1.93215	6.69465
0.270657	0.932466	0.114825	0.370174	0.543878	1.93632	0.788668	2.71209	1.11667	3.82927	1.65588	5.70577	0.39196	1.39437	0.8387	2.89005	1.35354	4.64123	1.43415	4.93915	1.93224	6.65046
0.27138	0.931942	0.115872	0.371235	0.544164	1.9241	0.789886	2.69834	1.11691	3.80486	1.65596	5.66831	0.393194	1.38921	0.838911	2.87165	1.35365	4.61105	1.43486	4.90892	1.93234	6.60685
0.271911	0.931556	0.116919	0.372286	0.544458	1.91208	0.791109	2.6848	1.11715	3.78078	1.65605	5.63135	0.39443	1.38412	0.839123	2.8535	1.35376	4.58126	1.43557	4.87911	1.93244	6.56382
0.272249	0.931308	0.117968	0.373328	0.544761	1.90024	0.792334	2.67143	1.11739	3.75702	1.65613	5.59487	0.395668	1.37911	0.839338	2.8356	1.35387	4.55187	1.43629	4.8497	1.93254	6.52136
0.272736	0.930951	0.119017	0.37436	0.545073	1.8886	0.793564	2.65826	1.11763	3.73358	1.65622	5.55887	0.396907	1.37418	0.839555	2.81793	1.35398	4.52286	1.43701	4.82068	1.93264	6.47944
0.273264	0.930561	0.120068	0.375382	0.545394	1.87714	0.794797	2.64527	1.11787	3.71044	1.65631	5.52333	0.398149	1.36931	0.839774	2.8005	1.3541	4.49422	1.43774	4.79205	1.93275	6.43807
0.273981	0.93003	0.121119	0.376396	0.545723	1.86587	0.796033	2.63245	1.11812	3.6876	1.65639	5.48826	0.399392	1.36452	0.839996	2.7833	1.35421	4.46596	1.43847	4.7638	1.93285	6.39723
0.274885	0.929355	0.122172	0.3774	0.546062	1.85477	0.797273	2.61981	1.11837	3.66506	1.65648	5.45363	0.400636	1.35979	0.840219	2.76633	1.35433	4.43805	1.4392	4.73591	1.93295	6.35691
0.275975	0.928533	0.123225	0.378395	0.54641	1.84385	0.798517	2.60734	1.11862	3.64281	1.65657	5.41944	0.401883	1.35514	0.840445	2.74958	1.35444	4.4105	1.43994	4.7084	1.93305	6.31711
0.277249	0.927562	0.12428	0.379382	0.546766	1.83309	0.799764	2.59503	1.11887	3.62084	1.65666	5.38568	0.403131	1.35054	0.840673	2.73305	1.35456	4.38331	1.44068	4.68124	1.93316	6.2778
0.278704	0.92644	0.125335	0.380359	0.547132	1.82251	0.801014	2.5829	1.11912	3.59915	1.65675	5.35235	0.40438	1.34601	0.840903	2.71673	1.35468	4.35645	1.44142	4.65443	1.93326	6.23899
0.280152	0.925309	0.126391	0.381328	0.547506	1.8121	0.802268	2.57092	1.11938	3.57774	1.65684	5.31943	0.405631	1.34155	0.841135	2.70062	1.3548	4.32993	1.44217	4.62796	1.93337	6.20066
0.281592	0.924168	0.127312	0.382165	0.54789	1.80184	0.803525	2.5591	1.11964	3.5566	1.65693	5.28692	0.406883	1.33714	0.84137	2.68471	1.35492	4.30374	1.44292	4.60183	1.93348	6.16281
0.283026	0.923018	0.128098	0.382873	0.548283	1.79175	0.804786	2.54744	1.1199	3.53572	1.65702	5.25481	0.408137	1.3328	0.841606	2.66901	1.35505	4.27787	1.44368	4.57604	1.93358	6.12542
0.284452	0.921858	0.128747	0.383455	0.548686	1.78181	0.80605	2.53592	1.12016	3.5151	1.65711	5.22309	0.409392	1.32851	0.841846	2.6535	1.35517	4.25232	1.44443	4.55056	1.93369	6.08849
0.28587	0.92069	0.129262	0.383913	0.549098	1.77203	0.807317	2.52456	1.12042	3.49474	1.65721	5.19176	0.410648	1.32429	0.842087	2.63819	1.3553	4.22708	1.4452	4.52541	1.9338	6.052
0.287281	0.919512	0.12964	0.384248	0.549519	1.76239	0.808588	2.51335	1.12069	3.47462	1.6573	5.16082	0.411906	1.32011	0.84233	2.62308	1.35542	4.20215	1.44596	4.50058	1.93391	6.01596
0.288685	0.918325	0.129882	0.384462	0.549949	1.75291	0.809862	2.50228	1.12096	3.45476	1.6574	5.13024	0.413164	1.316	0.842576	2.60815	1.35555	4.17752	1.44673	4.47605	1.93402	5.98035
0.290082	0.917129	0.13023	0.38477	0.550389	1.74357	0.811139	2.49135	1.12123	3.43513	1.65749	5.10003	0.414424	1.31194	0.842824	2.5934	1.35568	4.15319	1.4475	4.45182	1.93413	5.94517
0.29147	0.915923	0.130608	0.385102	0.550839	1.73438	0.81242	2.48056	1.1215	3.41575	1.65759	5.07017	0.415686	1.30793	0.843075	2.57884	1.35581	4.12914	1.44828	4.42789	1.93424	5.9104
0.292852	0.914709	0.131123	0.385553	0.551298	1.72533	0.813703	2.4699	1.12177	3.39659	1.65768	5.04067	0.416948	1.30397	0.843327	2.56445	1.35594	4.10538	1.44906	4.40425	1.93436	5.87605
0.294225	0.913486	0.131774	0.38612	0.551766	1.71641	0.81499	2.45938	1.12205	3.37767	1.65778	5.01152	0.418211	1.30006	0.843583	2.55024	1.35608	4.0819	1.44984	4.3809	1.93447	5.8421
0.295591	0.912254	0.132562	0.386803	0.552244	1.70763	0.81628	2.44899	1.12233	3.35897	1.65788	4.98271	0.419475	1.29621	0.84384	2.5362	1.35621	4.0587	1.45063	4.35783	1.93458	5.80854
0.29695	0.911013	0.133487	0.387597	0.552732	1.69899	0.817574	2.43873	1.12261	3.34049	1.65798	4.95423	0.42074	1.2924	0.8441	2.52233	1.35635	4.03577	1.45142	4.33504	1.9347	5.77538
0.298301	0.909763	0.134549	0.3885	0.55323	1.69048	0.81887	2.4286	1.1229	3.32223	1.65808	4.92609	0.422006	1.28864	0.844362	2.50863	1.35649	4.0131	1.45221	4.31252	1.93481	5.74259
0.299643	0.908504	0.135612	0.389396	0.553737	1.68209	0.82017	2.41859	1.12318	3.30418	1.65818	4.89826	0.423273	1.28492	0.844627	2.49509	1.35662	3.99069	1.45301	4.29026	1.93493	5.71018
0.300979	0.907237	0.136676	0.390284	0.554254	1.67384	0.821472	2.40871	1.12347	3.28635	1.65828	4.87076	0.424541	1.28126	0.844894	2.48171	1.35676	3.96854	1.45381	4.26827	1.93505	5.67815
0.302306	0.905961	0.13774	0.391164	0.55478	1.66571	0.822778	2.39894	1.12376	3.26872	1.65838	4.84356	0.42581	1.27763	0.845163	2.46849	1.35691	3.94665	1.45461	4.24654	1.93516	5.64647
0.303626	0.904676	0.138804	0.392036	0.555316	1.6577	0.824086	2.3893	1.12405	3.25129	1.65849	4.81668	0.427079	1.27405	0.845435	2.45543	1.35705	3.925	1.45542	4.22506	1.93528	5.61515
0.304938	0.903383	0.13987	0.392901	0.555863	1.64981	0.825398	2.37977	1.12435	3.23407	1.65859	4.79009	0.428349	1.27052	0.84571	2.44251	1.35719	3.9036	1.45623	4.20384	1.9354	5.58419
0.306242	0.902082	0.140936	0.393758	0.556419	1.64204	0.826544	2.37155	1.12464	3.21704	1.65869	4.76381	0.42962	1.26702	0.845986	2.42975	1.35734	3.88244	1.45705	4.18285	1.93552	5.55357
0.307538	0.900772	0.142003	0.394607	0.556984	1.63439	0.827522	2.36462	1.12494	3.20021	1.6588	4.73781	0.430891	1.26357	0.846266	2.41714	1.35748	3.86151	1.45787	4.16211	1.93564	5.52329
0.308826	0.899454	0.14307	0.395449	0.55756	1.62686	0.828332	2.35893	1.12525	3.18356	1.6589	4.7121	0.432163	1.26016	0.846547	2.40467	1.35763	3.84082	1.45869	4.14161	1.93576	5.49334
0.310106	0.898127	0.144137	0.396284	0.558145	1.61943	0.828974	2.35447	1.12555	3.16711	1.65901	4.68668	0.433435	1.25679	0.846832	2.39235	1.35778	3.82035	1.45951	4.12134	1.93588	5.46372
0.311378	0.896793	0.145206	0.397111	0.558741	1.61212	0.829446	2.3512	1.12586	3.15083	1.65912	4.66153	0.434708	1.25346	0.847082	2.38172	1.35793	3.80011	1.46034	4.1013	1.93601	5.43443
0.312643	0.895451	0.146275	0.397931	0.559346	1.60492	0.829748	2.34911	1.12616	3.13474	1.65923	4.63666	0.435982	1.25016	0.847296	2.37275	1.35808	3.78009	1.46117	4.08148	1.93613	5.40546
0.313899	0.8941	0.147344	0.398744	0.559961	1.59782	0.830183	2.34613	1.12648	3.11883	1.65934	4.61206	0.437256	1.24691	0.847474	2.36538	1.35823	3.76029	1.46201	4.06189	1.93625	5.37679
0.315148	0.892742	0.148414	0.39955	0.560586	1.59083	0.830656	2.3429	1.12679	3.1031	1.65944	4.58772	0.43853	1.24369	0.847616	2.3596	1.35839	3.7407	1.46285	4.04252	1.93638	5.34844
0.316388	0.891377	0.149484	0.400349	0.56122	1.58395	0.8313	2.33852	1.1271	3.08753	1.65955	4.56365	0.439805	1.2405	0.847721	2.35536	1.35854	3.72133	1.46369	4.02336	1.93651	5.32039
0.317621	0.890004	0.150555	0.401141	0.561865	1.57717	0.832115	2.33302	1.12742	3.07214	1.65967	4.53982	0.44108	1.23735	0.847788	2.35266	1.3587	3.70216	1.46454	4.00441	1.93663	5.29263
0.318845	0.888623	0.151627	0.401926	0.56252	1.57048	0.833103	2.32643	1.12774	3.05692	1.65978	4.51626	0.442355	1.23424	0.847885	2.34879	1.35886	3.68319	1.46539	3.98567	1.93676	5.26517
0.320062	0.887235	0.152698	0.402704	0.563184	1.5639	0.834263	2.31876	1.12807	3.04186	1.65989	4.49294	0.443631	1.23116	0.84799	2.3446	1.35902	3.66443	1.46624	3.96714	1.93689	5.238
0.32127	0.885839	0.153771	0.403476	0.563858	1.55742	0.835598	2.31006	1.12839	3.02696	1.66	4.46986	0.444907	1.22812	0.848134	2.33893	1.35918	3.64586	1.4671	3.94881	1.93702	5.21112
0.322471	0.884437	0.154843	0.40424	0.564542	1.55103	0.836935	2.30147	1.12872	3.01223	1.66012	4.44703	0.446183	1.2251	0.848317	2.3318	1.35934	3.62749	1.46796	3.93068	1.93715	5.18451
0.323663	0.883027	0.155917	0.404999	0.565236	1.54473	0.838275	2.29297	1.12905	2.99765	1.66023	4.42443	0.447459	1.22212	0.848539	2.32324	1.3595	3.60931	1.46882	3.91274	1.93728	5.15818
0.324848	0.881611	0.15699	0.405751	0.56594	1.53853	0.839617	2.28456	1.12938	2.98322	1.66035	4.40207	0.448736	1.21917	0.848802	2.3133	1.35966	3.59132	1.46968	3.895	1.93741	5.13213
0.326025	0.880188	0.158064	0.406496	0.566654	1.53242	0.840963	2.27625	1.12972	2.96895	1.66046	4.37994	0.450012	1.21626	0.849106	2.302	1.35983	3.57352	1.47055	3.87744	1.93754	5.10633
0.327193	0.878759	0.159138	0.407235	0.567377	1.5264	0.842311	2.26804	1.13005	2.95483	1.66058	4.35803	0.451289	1.21337	0.849413	2.29083	1.36	3.5559	1.47143	3.86008	1.93767	5.08081
0.328354	0.877322	0.160213	0.407968	0.56811	1.52047	0.843662	2.25992	1.13039	2.94086	1.6607	4.33635	0.452565	1.21051	0.849722	2.27978	1.36016	3.53846	1.4723	3.84289	1.9378	5.05554
0.329507	0.87588	0.161288	0.408694	0.568853	1.51462	0.845016	2.25189	1.13074	2.92704	1.66082	4.31489	0.453842	1.20768	0.850034	2.26885	1.36033	3.5212	1.47318	3.82589	1.93794	5.03053
0.330652	0.874432	0.162364	0.409415	0.569606	1.50886	0.846373	2.24395	1.13108	2.91336	1.66094	4.29364	0.455118	1.20488	0.850349	2.25805	1.3605	3.50411	1.47407	3.80907	1.93807	5.00577
0.331789	0.872977	0.163439	0.410129	0.570368	1.50318	0.847732	2.23609	1.13143	2.89982	1.66106	4.27261	0.456395	1.20211	0.850666	2.24736	1.36068	3.48719	1.47495	3.79242	1.93821	4.98125
0.332918	0.871516	0.164516	0.410837	0.57114	1.49759	0.849094	2.22833	1.13178	2.88642	1.66118	4.25178	0.457671	1.19937	0.850986	2.23678	1.36085	3.47045	1.47584	3.77594	1.93835	4.95699
0.334039	0.87005	0.165592	0.411539	0.571922	1.49208	0.850458	2.22065	1.13213	2.87316	1.6613	4.23117	0.458947	1.19666	0.851309	2.22632	1.36102	3.45387	1.47673	3.75964	1.93848	4.93296
0.335152	0.868578	0.166669	0.412235	0.572713	1.48665	0.851825	2.21305	1.13249	2.86004	1.66142	4.21076	0.460224	1.19397	0.851634	2.21597	1.3612	3.43746	1.47763	3.7435	1.93862	4.90917
0.336258	0.867101	0.167746	0.412925	0.573514	1.4813	0.853195	2.20553	1.13285	2.84705	1.66155	4.19054	0.461499	1.1913	0.851962	2.20574	1.36137	3.42121	1.47853	3.72753	1.93876	4.88561
0.337356	0.865618	0.168823	0.41361	0.574324	1.47602	0.854567	2.1981	1.13321	2.83419	1.66167	4.17053	0.462775	1.18867	0.852293	2.19561	1.36155	3.40512	1.47943	3.71173	1.9389	4.86228
0.338446	0.864131	0.169901	0.414289	0.575144	1.47083	0.855942	2.19075	1.13357	2.82146	1.6618	4.15071	0.46405	1.18606	0.852626	2.18559	1.36173	3.38919	1.48034	3.69608	1.93904	4.83918
0.339529	0.862638	0.170979	0.414962	0.575973	1.4657	0.857319	2.18347	1.13394	2.80886	1.66192	4.13109	0.465325	1.18347	0.852963	2.17567	1.36191	3.37341	1.48125	3.68059	1.93918	4.81631
0.340603	0.86114	0.172057	0.415629	0.576812	1.46065	0.858699	2.17627	1.13431	2.79639	1.66205	4.11165	0.4666	1.18091	0.853302	2.16586	1.36209	3.35779	1.48216	3.66526	1.93932	4.79365
0.341671	0.859639	0.173136	0.416291	0.57766	1.45568	0.860081	2.16915	1.13468	2.78404	1.66218	4.0924	0.467874	1.17837	0.853644	2.15615	1.36228	3.34232	1.48308	3.65008	1.93947	4.77122
0.34273	0.858132	0.174214	0.416947	0.578517	1.45077	0.861466	2.16211	1.13505	2.77182	1.66231	4.07334	0.469148	1.17585	0.853988	2.14654	1.36246	3.32699	1.484	3.63505	1.93961	4.74899
0.343782	0.856621	0.175293	0.417598	0.579384	1.44594	0.862853	2.15514	1.13543	2.75972	1.66244	4.05446	0.470422	1.17336	0.854336	2.13704	1.36265	3.31182	1.48492	3.62018	1.93976	4.72698
0.344827	0.855106	0.176372	0.418244	0.580259	1.44117	0.864243	2.14824	1.13581	2.74773	1.66257	4.03575	0.471695	1.17089	0.854686	2.12763	1.36283	3.29679	1.48584	3.60545	1.9399	4.70517
0.345864	0.853587	0.177452	0.418884	0.581144	1.43648	0.865635	2.14141	1.13619	2.73587	1.6627	4.01722	0.472968	1.16845	0.85504	2.11832	1.36302	3.2819	1.48677	3.59086	1.94005	4.68358
0.346893	0.852064	0.178531	0.419518	0.582038	1.43185	0.867029	2.13466	1.13658	2.72412	1.66283	3.99887	0.47424	1.16602	0.855396	2.1091	1.36321	3.26715	1.48771	3.57642	1.94019	4.66218
0.347915	0.850538	0.179611	0.420148	0.582941	1.42728	0.868426	2.12797	1.13697	2.71249	1.66296	3.98069	0.475511	1.16362	0.855755	2.09998	1.3634	3.25255	1.48864	3.56212	1.94034	4.64098
0.34893	0.849008	0.180691	0.420772	0.583853	1.42278	0.869825	2.12135	1.13736	2.70097	1.66309	3.96268	0.476782	1.16124	0.856116	2.09095	1.36359	3.23808	1.48958	3.54796	1.94049	4.61998
0.349938	0.847475	0.181772	0.421392	0.584774	1.41835	0.871226	2.1148	1.13775	2.68956	1.66323	3.94483	0.478053	1.15888	0.856481	2.08202	1.36379	3.22374	1.49052	3.53394	1.94064	4.59918
0.350939	0.845939	0.182852	0.422006	0.585703	1.41397	0.87263	2.10832	1.13815	2.67827	1.66336	3.92715	0.479323	1.15654	0.856849	2.07317	1.36398	3.20954	1.49147	3.52005	1.94079	4.57856
0.351932	0.8444	0.183933	0.422615	0.586642	1.40966	0.874036	2.1019	1.13855	2.66708	1.6635	3.90964	0.480592	1.15422	0.857219	2.06442	1.36418	3.19547	1.49241	3.50629	1.94094	4.55814
0.352918	0.842858	0.185013	0.423219	0.587589	1.40541	0.875444	2.09555	1.13895	2.656	1.66364	3.89228	0.48186	1.15192	0.857593	2.05575	1.36437	3.18153	1.49337	3.49267	1.94109	4.5379
0.353897	0.841314	0.186094	0.423818	0.588544	1.40122	0.876855	2.08926	1.13936	2.64503	1.66377	3.87508	0.483128	1.14964	0.857969	2.04717	1.36457	3.16771	1.49432	3.47918	1.94124	4.51785
0.354869	0.839767	0.187175	0.424412	0.589508	1.39709	0.878267	2.08304	1.13977	2.63416	1.66391	3.85804	0.484395	1.14738	0.858349	2.03867	1.36477	3.15403	1.49528	3.46581	1.9414	4.49797
0.355835	0.838218	0.188257	0.425002	0.590481	1.39301	0.879682	2.07687	1.14018	2.62339	1.66405	3.84115	0.485661	1.14514	0.858731	2.03026	1.36497	3.14047	1.49624	3.45258	1.94155	4.47828
0.356793	0.836667	0.189338	0.425586	0.591462	1.389	0.881099	2.07077	1.14059	2.61273	1.66419	3.82441	0.486926	1.14291	0.859117	2.02193	1.36517	3.12703	1.4972	3.43946	1.94171	4.45876
0.357745	0.835114	0.19042	0.426166	0.592451	1.38503	0.882518	2.06473	1.14101	2.60217	1.66433	3.80783	0.488191	1.14071	0.859505	2.01369	1.36538	3.11371	1.49817	3.42647	1.94186	4.43942
0.35869	0.83356	0.191501	0.426741	0.593449	1.38113	0.883939	2.05875	1.14143	2.59171	1.66447	3.79139	0.489455	1.13852	0.859896	2.00553	1.36558	3.10051	1.49914	3.4136	1.94202	4.42025
0.359628	0.832004	0.192583	0.427312	0.594455	1.37727	0.885362	2.05282	1.14186	2.58134	1.66462	3.77509	0.490718	1.13635	0.860291	1.99744	1.36579	3.08743	1.50011	3.40085	1.94218	4.40125
0.36056	0.830446	0.193665	0.427878	0.595468	1.37347	0.886788	2.04695	1.14228	2.57108	1.66476	3.75895	0.49198	1.13419	0.860688	1.98944	1.36599	3.07447	1.50109	3.38822	1.94233	4.38242
0.361485	0.828888	0.194747	0.428439	0.59649	1.36972	0.888215	2.04114	1.14271	2.5609	1.6649	3.74294	0.493241	1.13206	0.861089	1.98151	1.3662	3.06162	1.50207	3.37571	1.94249	4.36375
0.362404	0.827329	0.195829	0.428996	0.59752	1.36602	0.889644	2.03539	1.14315	2.55083	1.66505	3.72707	0.494501	1.12994	0.861492	1.97367	1.36641	3.04889	1.50305	3.36331	1.94265	4.34524
