S0		A0		S1		S2		S3		S4		A1		A2		A3		A4		A5	
2000  Points		1994  Points		1752  Points		1373  Points		906  Points		724  Points		1851  Points		1595  Points		1114  Points		646  Points		446  Points	
Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)	Freq (MHz)	Vph (m/ms)
1.2441	0.519733	1.24408	0.516991	1.5334	0.642311	1.90075	0.796299					1.38882	0.581699	1.70882	0.716069						
1.24509	0.519726	1.24509	0.516996	1.53426	0.642152	1.9015	0.795967					1.38979	0.581632	1.7096	0.715818						
1.24608	0.51972	1.2461	0.517001	1.53512	0.641993	1.90225	0.795636					1.39075	0.581564	1.71039	0.715568						
1.24707	0.519714	1.24711	0.517006	1.53598	0.641834	1.90299	0.795306					1.39171	0.581497	1.71117	0.715318						
1.24806	0.519707	1.24812	0.517011	1.53684	0.641676	1.90374	0.794976					1.39268	0.58143	1.71196	0.715069						
1.24905	0.519701	1.24913	0.517016	1.5377	0.641518	1.90449	0.794646					1.39364	0.581363	1.71275	0.71482						
1.25004	0.519695	1.25014	0.51702	1.53856	0.641361	1.90523	0.794317					1.3946	0.581296	1.71353	0.714572						
1.25103	0.519688	1.25115	0.517025	1.53943	0.641203	1.90598	0.793989					1.39557	0.581229	1.71432	0.714325						
1.25202	0.519682	1.25216	0.51703	1.54029	0.641047	1.90673	0.793661					1.39653	0.581163	1.71511	0.714077						
1.253	0.519676	1.25317	0.517035	1.54115	0.64089	1.90747	0.793334					1.39749	0.581097	1.71589	0.713831						
1.25399	0.51967	1.25418	0.517039	1.54201	0.640734	1.90822	0.793007					1.39846	0.581031	1.71668	0.713584						
1.25498	0.519664	1.25519	0.517044	1.54288	0.640578	1.90897	0.792681					1.39942	0.580965	1.71747	0.713339						
1.25597	0.519658	1.2562	0.517049	1.54374	0.640423	1.90972	0.792356					1.40039	0.5809	1.71825	0.713093						
1.25696	0.519652	1.25722	0.517053	1.5446	0.640268	1.91046	0.792031					1.40135	0.580834	1.71904	0.712849						
1.25795	0.519646	1.25823	0.517058	1.54547	0.640113	1.91121	0.791706					1.40232	0.580769	1.71983	0.712604						
1.25894	0.51964	1.25924	0.517063	1.54633	0.639959	1.91196	0.791383					1.40328	0.580704	1.72062	0.71236						
1.25993	0.519634	1.26025	0.517067	1.5472	0.639805	1.91271	0.791059					1.40425	0.580639	1.72141	0.712117						
1.26092	0.519628	1.26126	0.517072	1.54806	0.639651	1.91345	0.790736					1.40521	0.580574	1.7222	0.711874						
1.26191	0.519622	1.26227	0.517076	1.54893	0.639498	1.9142	0.790414					1.40618	0.58051	1.72298	0.711632						
1.2629	0.519616	1.26328	0.517081	1.54979	0.639345	1.91495	0.790093					1.40714	0.580446	1.72377	0.71139						
1.26389	0.51961	1.26429	0.517085	1.55066	0.639192	1.9157	0.789771					1.40811	0.580381	1.72456	0.711148						
1.26488	0.519604	1.2653	0.51709	1.55152	0.63904	1.91644	0.789451					1.40908	0.580317	1.72535	0.710907						
1.26587	0.519598	1.26631	0.517094	1.55239	0.638888	1.91719	0.789131					1.41004	0.580254	1.72614	0.710667						
1.26686	0.519592	1.26732	0.517099	1.55325	0.638737	1.91794	0.788811					1.41101	0.58019	1.72693	0.710427						
1.26785	0.519587	1.26833	0.517103	1.55412	0.638586	1.91869	0.788492					1.41198	0.580127	1.72772	0.710187						
1.26884	0.519581	1.26934	0.517108	1.55499	0.638435	1.91944	0.788174					1.41294	0.580063	1.72851	0.709948						
1.26983	0.519575	1.27035	0.517112	1.55585	0.638284	1.92018	0.787856					1.41391	0.58	1.7293	0.70971						
1.27082	0.519569	1.27136	0.517117	1.55672	0.638134	1.92093	0.787539					1.41488	0.579937	1.73009	0.709472						
1.27181	0.519564	1.27237	0.517121	1.55759	0.637984	1.92168	0.787222					1.41585	0.579875	1.73088	0.709234						
1.2728	0.519558	1.27338	0.517125	1.55846	0.637835	1.92243	0.786905					1.41681	0.579812	1.73168	0.708997						
1.27379	0.519552	1.27439	0.51713	1.55932	0.637685	1.92318	0.78659					1.41778	0.57975	1.73247	0.70876						
1.27478	0.519547	1.2754	0.517134	1.56019	0.637537	1.92393	0.786274					1.41875	0.579687	1.73326	0.708524						
1.27577	0.519541	1.27641	0.517138	1.56106	0.637388	1.92468	0.78596					1.41972	0.579625	1.73405	0.708288						
1.27676	0.519536	1.27742	0.517143	1.56193	0.63724	1.92543	0.785646					1.42069	0.579564	1.73484	0.708053						
1.27775	0.51953	1.27843	0.517147	1.5628	0.637092	1.92617	0.785332					1.42165	0.579502	1.73564	0.707818						
1.27874	0.519525	1.27944	0.517151	1.56367	0.636945	1.92692	0.785019					1.42262	0.57944	1.73643	0.707583						
1.27973	0.519519	1.28045	0.517155	1.56454	0.636797	1.92767	0.784706					1.42359	0.579379	1.73722	0.707349						
1.28072	0.519514	1.28146	0.51716	1.5654	0.636651	1.92842	0.784394					1.42456	0.579318	1.73801	0.707116						
1.28171	0.519508	1.28247	0.517164	1.56627	0.636504	1.92917	0.784083					1.42553	0.579257	1.73881	0.706883						
1.28271	0.519503	1.28348	0.517168	1.56714	0.636358	1.92992	0.783772					1.4265	0.579196	1.7396	0.70665						
1.2837	0.519498	1.28449	0.517172	1.56802	0.636212	1.93067	0.783461					1.42747	0.579135	1.74039	0.706418						
1.28469	0.519492	1.2855	0.517177	1.56889	0.636067	1.93142	0.783151					1.42844	0.579075	1.74119	0.706186						
1.28568	0.519487	1.28651	0.517181	1.56976	0.635921	1.93217	0.782842					1.42941	0.579014	1.74198	0.705955						
1.28667	0.519482	1.28752	0.517185	1.57063	0.635777	1.93292	0.782533					1.43038	0.578954	1.74278	0.705724						
1.28766	0.519476	1.28853	0.517189	1.5715	0.635632	1.93367	0.782225					1.43135	0.578894	1.74357	0.705494						
1.28865	0.519471	1.28954	0.517193	1.57237	0.635488	1.93442	0.781917					1.43232	0.578834	1.74437	0.705264						
1.28964	0.519466	1.29055	0.517197	1.57324	0.635344	1.93517	0.78161					1.43329	0.578775	1.74516	0.705034						
1.29063	0.519461	1.29156	0.517201	1.57411	0.6352	1.93592	0.781303					1.43426	0.578715	1.74596	0.704805						
1.29162	0.519455	1.29257	0.517205	1.57499	0.635057	1.93667	0.780997					1.43523	0.578656	1.74675	0.704577						
1.29261	0.51945	1.29358	0.517209	1.57586	0.634914	1.93742	0.780691					1.43621	0.578597	1.74755	0.704349						
1.2936	0.519445	1.29459	0.517214	1.57673	0.634772	1.93817	0.780386					1.43718	0.578538	1.74834	0.704121						
1.2946	0.51944	1.2956	0.517218	1.5776	0.634629	1.93892	0.780081					1.43815	0.578479	1.74914	0.703894						
1.29559	0.519435	1.29661	0.517222	1.57848	0.634487	1.93967	0.779777					1.43912	0.57842	1.74994	0.703667						
1.29658	0.51943	1.29762	0.517226	1.57935	0.634346	1.94043	0.779473					1.44009	0.578362	1.75073	0.703441						
1.29757	0.519425	1.29863	0.51723	1.58023	0.634204	1.94118	0.77917					1.44107	0.578303	1.75153	0.703215						
1.29856	0.51942	1.29963	0.517233	1.5811	0.634063	1.94193	0.778867					1.44204	0.578245	1.75233	0.702989						
1.29955	0.519415	1.30064	0.517237	1.58197	0.633923	1.94268	0.778565					1.44301	0.578187	1.75312	0.702764						
1.30054	0.51941	1.30165	0.517241	1.58285	0.633782	1.94343	0.778264					1.44398	0.578129	1.75392	0.70254						
1.30153	0.519405	1.30266	0.517245	1.58372	0.633642	1.94418	0.777962					1.44496	0.578071	1.75472	0.702316						
1.30253	0.5194	1.30367	0.517249	1.5846	0.633503	1.94493	0.777662					1.44593	0.578014	1.75552	0.702092						
1.30352	0.519395	1.30468	0.517253	1.58547	0.633363	1.94568	0.777362					1.4469	0.577956	1.75631	0.701869						
1.30451	0.51939	1.30569	0.517257	1.58635	0.633224	1.94644	0.777062					1.44788	0.577899	1.75711	0.701646						
1.3055	0.519385	1.3067	0.517261	1.58722	0.633085	1.94719	0.776763					1.44885	0.577842	1.75791	0.701423						
1.30649	0.51938	1.30771	0.517265	1.5881	0.632947	1.94794	0.776464					1.44982	0.577785	1.75871	0.701201						
1.30748	0.519375	1.30872	0.517268	1.58898	0.632808	1.94869	0.776166					1.4508	0.577728	1.75951	0.70098						
1.30847	0.519371	1.30973	0.517272	1.58985	0.632671	1.94944	0.775869					1.45177	0.577671	1.76031	0.700759						
1.30947	0.519366	1.31074	0.517276	1.59073	0.632533	1.9502	0.775572					1.45275	0.577615	1.76111	0.700538						
1.31046	0.519361	1.31175	0.51728	1.59161	0.632396	1.95095	0.775275					1.45372	0.577559	1.76191	0.700318						
1.31145	0.519356	1.31276	0.517284	1.59248	0.632259	1.9517	0.774979					1.45469	0.577502	1.76271	0.700098						
1.31244	0.519352	1.31377	0.517287	1.59336	0.632122	1.95245	0.774683					1.45567	0.577446	1.76351	0.699879						
1.31343	0.519347	1.31477	0.517291	1.59424	0.631986	1.95321	0.774388					1.45664	0.577391	1.76431	0.69966						
1.31442	0.519342	1.31578	0.517295	1.59512	0.631849	1.95396	0.774094					1.45762	0.577335	1.76511	0.699441						
1.31542	0.519337	1.31679	0.517299	1.59599	0.631714	1.95471	0.7738					1.45859	0.577279	1.76591	0.699223						
1.31641	0.519333	1.3178	0.517302	1.59687	0.631578	1.95547	0.773506					1.45957	0.577224	1.76671	0.699005						
1.3174	0.519328	1.31881	0.517306	1.59775	0.631443	1.95622	0.773213					1.46055	0.577169	1.76751	0.698788						
1.31839	0.519324	1.31982	0.51731	1.59863	0.631308	1.95697	0.77292					1.46152	0.577113	1.76831	0.698571						
1.31938	0.519319	1.32083	0.517313	1.59951	0.631174	1.95773	0.772628					1.4625	0.577059	1.76911	0.698355						
1.32038	0.519314	1.32184	0.517317	1.60039	0.631039	1.95848	0.772337					1.46347	0.577004	1.76992	0.698139						
1.32137	0.51931	1.32285	0.517321	1.60127	0.630905	1.95923	0.772046					1.46445	0.576949	1.77072	0.697923						
1.32236	0.519305	1.32386	0.517324	1.60215	0.630772	1.95999	0.771755					1.46543	0.576894	1.77152	0.697708						
1.32335	0.519301	1.32487	0.517328	1.60303	0.630638	1.96074	0.771465					1.4664	0.57684	1.77232	0.697493						
1.32434	0.519296	1.32587	0.517331	1.60391	0.630505	1.9615	0.771175					1.46738	0.576786	1.77312	0.697279						
1.32534	0.519292	1.32688	0.517335	1.60479	0.630372	1.96225	0.770886					1.46836	0.576732	1.77393	0.697065						
1.32633	0.519287	1.32789	0.517339	1.60567	0.63024	1.96301	0.770597					1.46933	0.576678	1.77473	0.696851						
1.32732	0.519283	1.3289	0.517342	1.60655	0.630108	1.96376	0.770309					1.47031	0.576624	1.77553	0.696638						
1.32831	0.519279	1.32991	0.517346	1.60743	0.629976	1.96451	0.770021					1.47129	0.57657	1.77634	0.696425						
1.32931	0.519274	1.33092	0.517349	1.60831	0.629844	1.96527	0.769734					1.47227	0.576517	1.77714	0.696213						
1.3303	0.51927	1.33193	0.517353	1.60919	0.629713	1.96602	0.769447					1.47324	0.576464	1.77795	0.696001						
1.33129	0.519265	1.33294	0.517356	1.61007	0.629582	1.96678	0.769161					1.47422	0.57641	1.77875	0.695789						
1.33228	0.519261	1.33395	0.51736	1.61096	0.629451	1.96753	0.768875					1.4752	0.576357	1.77955	0.695578						
1.33327	0.519257	1.33495	0.517363	1.61184	0.629321	1.96829	0.76859					1.47618	0.576304	1.78036	0.695368						
1.33427	0.519253	1.33596	0.517366	1.61272	0.62919	1.96904	0.768305					1.47716	0.576252	1.78116	0.695157						
1.33526	0.519248	1.33697	0.51737	1.6136	0.62906	1.9698	0.768021					1.47814	0.576199	1.78197	0.694947						
1.33625	0.519244	1.33798	0.517373	1.61449	0.628931	1.97056	0.767737					1.47911	0.576146	1.78278	0.694738						
1.33724	0.51924	1.33899	0.517377	1.61537	0.628802	1.97131	0.767454					1.48009	0.576094	1.78358	0.694529						
1.33824	0.519236	1.34	0.51738	1.61625	0.628672	1.97207	0.767171					1.48107	0.576042	1.78439	0.69432						
1.33923	0.519231	1.34101	0.517384	1.61714	0.628544	1.97282	0.766889					1.48205	0.57599	1.78519	0.694112						
1.34022	0.519227	1.34201	0.517387	1.61802	0.628415	1.97358	0.766607					1.48303	0.575938	1.786	0.693904						
1.34121	0.519223	1.34302	0.51739	1.6189	0.628287	1.97434	0.766325					1.48401	0.575886	1.78681	0.693696						
1.34221	0.519219	1.34403	0.517394	1.61979	0.628159	1.97509	0.766044					1.48499	0.575834	1.78761	0.693489						
1.3432	0.519215	1.34504	0.517397	1.62067	0.628031	1.97585	0.765764					1.48597	0.575783	1.78842	0.693283						
1.34419	0.519211	1.34605	0.5174	1.62156	0.627904	1.97661	0.765484					1.48695	0.575732	1.78923	0.693076						
1.34519	0.519207	1.34706	0.517404	1.62244	0.627777	1.97736	0.765204					1.48793	0.57568	1.79003	0.692871						
1.34618	0.519202	1.34807	0.517407	1.62333	0.62765	1.97812	0.764925					1.48891	0.575629	1.79084	0.692665						
1.34717	0.519198	1.34907	0.51741	1.62421	0.627524	1.97888	0.764646					1.48989	0.575578	1.79165	0.69246						
1.34816	0.519194	1.35008	0.517413	1.6251	0.627397	1.97963	0.764368					1.49087	0.575527	1.79246	0.692255						
1.34916	0.51919	1.35109	0.517417	1.62599	0.627271	1.98039	0.76409					1.49185	0.575477	1.79327	0.692051						
1.35015	0.519186	1.3521	0.51742	1.62687	0.627146	1.98115	0.763813					1.49283	0.575426	1.79407	0.691847						
1.35114	0.519182	1.35311	0.517423	1.62776	0.62702	1.98191	0.763536					1.49381	0.575376	1.79488	0.691643						
1.35214	0.519178	1.35412	0.517426	1.62864	0.626895	1.98266	0.76326					1.4948	0.575325	1.79569	0.69144						
1.35313	0.519174	1.35512	0.51743	1.62953	0.62677	1.98342	0.762984					1.49578	0.575275	1.7965	0.691237						
1.35412	0.51917	1.35613	0.517433	1.63042	0.626646	1.98418	0.762709					1.49676	0.575225	1.79731	0.691035						
1.35512	0.519167	1.35714	0.517436	1.63131	0.626521	1.98494	0.762434					1.49774	0.575175	1.79812	0.690833						
1.35611	0.519163	1.35815	0.517439	1.63219	0.626397	1.9857	0.76216					1.49872	0.575126	1.79893	0.690631						
1.3571	0.519159	1.35916	0.517442	1.63308	0.626273	1.98646	0.761886					1.4997	0.575076	1.79974	0.69043						
1.35809	0.519155	1.36017	0.517446	1.63397	0.62615	1.98721	0.761612					1.50069	0.575026	1.80055	0.690229						
1.35909	0.519151	1.36117	0.517449	1.63486	0.626027	1.98797	0.761339					1.50167	0.574977	1.80136	0.690029						
1.36008	0.519147	1.36218	0.517452	1.63575	0.625904	1.98873	0.761066					1.50265	0.574928	1.80217	0.689829						
1.36107	0.519143	1.36319	0.517455	1.63663	0.625781	1.98949	0.760794					1.50363	0.574879	1.80298	0.689629						
1.36207	0.51914	1.3642	0.517458	1.63752	0.625658	1.99025	0.760522					1.50462	0.57483	1.80379	0.68943						
1.36306	0.519136	1.36521	0.517461	1.63841	0.625536	1.99101	0.760251					1.5056	0.574781	1.80461	0.689231						
1.36405	0.519132	1.36621	0.517464	1.6393	0.625414	1.99177	0.75998					1.50658	0.574732	1.80542	0.689032						
1.36505	0.519128	1.36722	0.517467	1.64019	0.625293	1.99253	0.75971					1.50757	0.574684	1.80623	0.688834						
1.36604	0.519125	1.36823	0.51747	1.64108	0.625171	1.99329	0.75944					1.50855	0.574635	1.80704	0.688636						
1.36703	0.519121	1.36924	0.517473	1.64197	0.62505	1.99405	0.759171					1.50953	0.574587	1.80785	0.688439						
1.36803	0.519117	1.37025	0.517476	1.64286	0.624929	1.99481	0.758902					1.51052	0.574539	1.80867	0.688242						
1.36902	0.519113	1.37126	0.517479	1.64375	0.624809	1.99557	0.758633					1.5115	0.57449	1.80948	0.688045						
1.37001	0.51911	1.37226	0.517482	1.64464	0.624688	1.99633	0.758365					1.51248	0.574443	1.81029	0.687849						
1.37101	0.519106	1.37327	0.517485	1.64553	0.624568	1.99709	0.758098					1.51347	0.574395	1.81111	0.687653						
1.372	0.519102	1.37428	0.517488	1.64642	0.624448	1.99785	0.75783					1.51445	0.574347	1.81192	0.687457						
1.373	0.519099	1.37529	0.517491	1.64731	0.624329	1.99861	0.757564					1.51544	0.574299	1.81273	0.687262						
1.37399	0.519095	1.37629	0.517494	1.64821	0.624209	1.99937	0.757297					1.51642	0.574252	1.81355	0.687067						
1.37498	0.519092	1.3773	0.517497	1.6491	0.62409	2.00013	0.757032					1.51741	0.574205	1.81436	0.686873						
1.37598	0.519088	1.37831	0.5175	1.64999	0.623972							1.51839	0.574157	1.81517	0.686679						
1.37697	0.519085	1.37932	0.517503	1.65088	0.623853							1.51938	0.57411	1.81599	0.686485						
1.37796	0.519081	1.38033	0.517506	1.65177	0.623735							1.52036	0.574063	1.8168	0.686292						
1.37896	0.519077	1.38133	0.517509	1.65267	0.623617							1.52135	0.574017	1.81762	0.686099						
1.37995	0.519074	1.38234	0.517512	1.65356	0.623499							1.52233	0.57397	1.81843	0.685906						
1.38095	0.51907	1.38335	0.517515	1.65445	0.623381							1.52332	0.573923	1.81925	0.685714						
1.38194	0.519067	1.38436	0.517518	1.65534	0.623264							1.5243	0.573877	1.82007	0.685522						
1.38293	0.519063	1.38537	0.51752	1.65624	0.623147							1.52529	0.573831	1.82088	0.68533						
1.38393	0.51906	1.38637	0.517523	1.65713	0.62303							1.52627	0.573784	1.8217	0.685139						
1.38492	0.519057	1.38738	0.517526	1.65803	0.622914							1.52726	0.573738	1.82251	0.684948						
1.38591	0.519053	1.38839	0.517529	1.65892	0.622797							1.52825	0.573692	1.82333	0.684758						
1.38691	0.51905	1.3894	0.517532	1.65981	0.622681							1.52923	0.573646	1.82415	0.684568						
1.3879	0.519046	1.3904	0.517535	1.66071	0.622566							1.53022	0.573601	1.82496	0.684378						
1.3889	0.519043	1.39141	0.517537	1.6616	0.62245							1.53121	0.573555	1.82578	0.684189						
1.38989	0.51904	1.39242	0.51754	1.6625	0.622335							1.53219	0.57351	1.8266	0.684						
1.39088	0.519036	1.39343	0.517543	1.66339	0.62222							1.53318	0.573464	1.82742	0.683811						
1.39188	0.519033	1.39443	0.517546	1.66429	0.622105							1.53417	0.573419	1.82823	0.683623						
1.39287	0.51903	1.39544	0.517548	1.66518	0.62199							1.53515	0.573374	1.82905	0.683435						
1.39387	0.519026	1.39645	0.517551	1.66608	0.621876							1.53614	0.573329	1.82987	0.683247						
1.39486	0.519023	1.39746	0.517554	1.66698	0.621762							1.53713	0.573284	1.83069	0.68306						
1.39586	0.51902	1.39846	0.517557	1.66787	0.621648							1.53812	0.573239	1.83151	0.682873						
1.39685	0.519017	1.39947	0.517559	1.66877	0.621535							1.53911	0.573194	1.83233	0.682686						
1.39784	0.519013	1.40048	0.517562	1.66967	0.621421							1.54009	0.57315	1.83315	0.6825						
1.39884	0.51901	1.40149	0.517565	1.67056	0.621308							1.54108	0.573105	1.83397	0.682314						
1.39983	0.519007	1.40249	0.517567	1.67146	0.621195							1.54207	0.573061	1.83478	0.682129						
1.40083	0.519004	1.4035	0.51757	1.67236	0.621083							1.54306	0.573017	1.8356	0.681944						
1.40182	0.519	1.40451	0.517573	1.67325	0.62097							1.54405	0.572973	1.83642	0.681759						
1.40282	0.518997	1.40552	0.517575	1.67415	0.620858							1.54504	0.572929	1.83725	0.681575						
1.40381	0.518994	1.40652	0.517578	1.67505	0.620746							1.54602	0.572885	1.83807	0.68139						
1.4048	0.518991	1.40753	0.517581	1.67595	0.620635							1.54701	0.572841	1.83889	0.681207						
1.4058	0.518988	1.40854	0.517583	1.67685	0.620523							1.548	0.572798	1.83971	0.681023						
1.40679	0.518985	1.40955	0.517586	1.67774	0.620412							1.54899	0.572754	1.84053	0.68084						
1.40779	0.518982	1.41055	0.517588	1.67864	0.620301							1.54998	0.572711	1.84135	0.680657						
1.40878	0.518978	1.41156	0.517591	1.67954	0.620191							1.55097	0.572667	1.84217	0.680475						
1.40978	0.518975	1.41257	0.517594	1.68044	0.62008							1.55196	0.572624	1.84299	0.680293						
1.41077	0.518972	1.41358	0.517596	1.68134	0.61997							1.55295	0.572581	1.84382	0.680111						
1.41177	0.518969	1.41458	0.517599	1.68224	0.61986							1.55394	0.572538	1.84464	0.67993						
1.41276	0.518966	1.41559	0.517601	1.68314	0.61975							1.55493	0.572495	1.84546	0.679749						
1.41376	0.518963	1.4166	0.517604	1.68404	0.619641							1.55592	0.572452	1.84628	0.679568						
1.41475	0.51896	1.4176	0.517606	1.68494	0.619531							1.55691	0.57241	1.84711	0.679388						
1.41574	0.518957	1.41861	0.517609	1.68584	0.619422							1.5579	0.572367	1.84793	0.679208						
1.41674	0.518954	1.41962	0.517611	1.68674	0.619313							1.55889	0.572325	1.84875	0.679028						
1.41773	0.518951	1.42063	0.517614	1.68764	0.619205							1.55988	0.572283	1.84958	0.678849						
1.41873	0.518948	1.42163	0.517616	1.68854	0.619096							1.56087	0.57224	1.8504	0.67867						
1.41972	0.518945	1.42264	0.517619	1.68944	0.618988							1.56186	0.572198	1.85122	0.678491						
1.42072	0.518942	1.42365	0.517621	1.69035	0.61888							1.56285	0.572156	1.85205	0.678313						
1.42171	0.518939	1.42465	0.517624	1.69125	0.618773							1.56385	0.572114	1.85287	0.678135						
1.42271	0.518936	1.42566	0.517626	1.69215	0.618665							1.56484	0.572073	1.8537	0.677957						
1.4237	0.518934	1.42667	0.517629	1.69305	0.618558							1.56583	0.572031	1.85452	0.67778						
1.4247	0.518931	1.42768	0.517631	1.69395	0.618451							1.56682	0.571989	1.85535	0.677603						
1.42569	0.518928	1.42868	0.517633	1.69486	0.618344							1.56781	0.571948	1.85617	0.677426						
1.42669	0.518925	1.42969	0.517636	1.69576	0.618237							1.5688	0.571907	1.857	0.677249						
1.42768	0.518922	1.4307	0.517638	1.69666	0.618131							1.5698	0.571865	1.85782	0.677073						
1.42868	0.518919	1.4317	0.517641	1.69756	0.618025							1.57079	0.571824	1.85865	0.676898						
1.42967	0.518916	1.43271	0.517643	1.69847	0.617919							1.57178	0.571783	1.85948	0.676722						
1.43067	0.518914	1.43372	0.517645	1.69937	0.617813							1.57277	0.571742	1.8603	0.676547						
1.43166	0.518911	1.43472	0.517648	1.70027	0.617708							1.57376	0.571701	1.86113	0.676373						
1.43266	0.518908	1.43573	0.51765	1.70118	0.617603							1.57476	0.571661	1.86196	0.676198						
1.43365	0.518905	1.43674	0.517653	1.70208	0.617498							1.57575	0.57162	1.86278	0.676024						
1.43465	0.518902	1.43774	0.517655	1.70299	0.617393							1.57674	0.57158	1.86361	0.67585						
1.43564	0.5189	1.43875	0.517657	1.70389	0.617288							1.57774	0.571539	1.86444	0.675677						
1.43664	0.518897	1.43976	0.51766	1.7048	0.617184							1.57873	0.571499	1.86526	0.675504						
1.43763	0.518894	1.44076	0.517662	1.7057	0.61708							1.57972	0.571459	1.86609	0.675331						
1.43863	0.518891	1.44177	0.517664	1.70661	0.616976							1.58072	0.571419	1.86692	0.675158						
1.43962	0.518889	1.44278	0.517666	1.70751	0.616872							1.58171	0.571379	1.86775	0.674986						
1.44062	0.518886	1.44379	0.517669	1.70842	0.616769							1.5827	0.571339	1.86858	0.674814						
1.44161	0.518883	1.44479	0.517671	1.70932	0.616665							1.5837	0.571299	1.86941	0.674643						
1.44261	0.518881	1.4458	0.517673	1.71023	0.616562							1.58469	0.571259	1.87024	0.674472						
1.44361	0.518878	1.44681	0.517676	1.71113	0.61646							1.58569	0.57122	1.87106	0.674301						
1.4446	0.518875	1.44781	0.517678	1.71204	0.616357							1.58668	0.57118	1.87189	0.67413						
1.4456	0.518873	1.44882	0.51768	1.71295	0.616255							1.58767	0.571141	1.87272	0.67396						
1.44659	0.51887	1.44983	0.517682	1.71385	0.616152							1.58867	0.571102	1.87355	0.67379						
1.44759	0.518868	1.45083	0.517684	1.71476	0.61605							1.58966	0.571062	1.87438	0.67362						
1.44858	0.518865	1.45184	0.517687	1.71567	0.615949							1.59066	0.571023	1.87521	0.673451						
1.44958	0.518862	1.45285	0.517689	1.71657	0.615847							1.59165	0.570984	1.87604	0.673282						
1.45057	0.51886	1.45385	0.517691	1.71748	0.615746							1.59265	0.570945	1.87687	0.673113						
1.45157	0.518857	1.45486	0.517693	1.71839	0.615645							1.59364	0.570907	1.87771	0.672945						
1.45256	0.518855	1.45587	0.517695	1.7193	0.615544							1.59464	0.570868	1.87854	0.672777						
1.45356	0.518852	1.45687	0.517698	1.72021	0.615443							1.59563	0.570829	1.87937	0.672609						
1.45456	0.51885	1.45788	0.5177	1.72111	0.615342							1.59663	0.570791	1.8802	0.672442						
1.45555	0.518847	1.45888	0.517702	1.72202	0.615242							1.59762	0.570752	1.88103	0.672274						
1.45655	0.518844	1.45989	0.517704	1.72293	0.615142							1.59862	0.570714	1.88186	0.672107						
1.45754	0.518842	1.4609	0.517706	1.72384	0.615042							1.59962	0.570676	1.8827	0.671941						
1.45854	0.518839	1.4619	0.517708	1.72475	0.614942							1.60061	0.570638	1.88353	0.671775						
1.45953	0.518837	1.46291	0.517711	1.72566	0.614843							1.60161	0.5706	1.88436	0.671609						
1.46053	0.518834	1.46392	0.517713	1.72657	0.614744							1.6026	0.570562	1.88519	0.671443						
1.46153	0.518832	1.46492	0.517715	1.72748	0.614645							1.6036	0.570524	1.88603	0.671278						
1.46252	0.51883	1.46593	0.517717	1.72839	0.614546							1.6046	0.570486	1.88686	0.671113						
1.46352	0.518827	1.46694	0.517719	1.7293	0.614447							1.60559	0.570449	1.88769	0.670948						
1.46451	0.518825	1.46794	0.517721	1.73021	0.614349							1.60659	0.570411	1.88853	0.670784						
1.46551	0.518822	1.46895	0.517723	1.73112	0.61425							1.60759	0.570374	1.88936	0.670619						
1.4665	0.51882	1.46996	0.517725	1.73203	0.614152							1.60858	0.570336	1.8902	0.670456						
1.4675	0.518817	1.47096	0.517727	1.73294	0.614055							1.60958	0.570299	1.89103	0.670292						
1.4685	0.518815	1.47197	0.517729	1.73385	0.613957							1.61058	0.570262	1.89186	0.670129						
1.46949	0.518813	1.47297	0.517731	1.73476	0.61386							1.61157	0.570225	1.8927	0.669966						
1.47049	0.51881	1.47398	0.517733	1.73567	0.613762							1.61257	0.570188	1.89353	0.669803						
1.47148	0.518808	1.47499	0.517735	1.73658	0.613665							1.61357	0.570151	1.89437	0.669641						
1.47248	0.518806	1.47599	0.517737	1.73749	0.613568							1.61457	0.570114	1.8952	0.669479						
1.47347	0.518803	1.477	0.517739	1.73841	0.613472							1.61556	0.570077	1.89604	0.669317						
1.47447	0.518801	1.47801	0.517741	1.73932	0.613375							1.61656	0.570041	1.89688	0.669156						
1.47547	0.518799	1.47901	0.517743	1.74023	0.613279							1.61756	0.570004	1.89771	0.668995						
1.47646	0.518796	1.48002	0.517745	1.74114	0.613183							1.61856	0.569968	1.89855	0.668834						
1.47746	0.518794	1.48102	0.517747	1.74206	0.613087							1.61956	0.569931	1.89938	0.668673						
1.47845	0.518792	1.48203	0.517749	1.74297	0.612992							1.62055	0.569895	1.90022	0.668513						
1.47945	0.518789	1.48304	0.517751	1.74388	0.612896							1.62155	0.569859	1.90106	0.668353						
1.48045	0.518787	1.48404	0.517753	1.7448	0.612801							1.62255	0.569823	1.9019	0.668193						
1.48144	0.518785	1.48505	0.517755	1.74571	0.612706							1.62355	0.569787	1.90273	0.668034						
1.48244	0.518783	1.48606	0.517757	1.74662	0.612611							1.62455	0.569751	1.90357	0.667875						
1.48344	0.51878	1.48706	0.517759	1.74754	0.612516							1.62555	0.569715	1.90441	0.667716						
